metric,algorithm,value,Constraints,percentage,version,pct,diff,dataset
Equal Odds Difference,SREW,-0.00012060090487472919,True protected attributes,0.1,2,-17413.30922317058,0.0210006084917784,Public Coverage
Equal Odds Difference,ADDEB,-0.03128778357998793,True protected attributes,0.1,2,32.493750020175526,-0.010166574183334803,Public Coverage
Equal Odds Difference,LFR,0.0,True protected attributes,0.1,2,inf,0.02112120939665313,Public Coverage
Equal Odds Difference,CALEQ,-0.05819891023861895,True protected attributes,0.1,2,63.7085826692374,-0.03707770084196582,Public Coverage
Equal Odds Difference,ROC,0.07331437192195461,True protected attributes,0.1,2,128.80909819310367,0.09443558131860774,Public Coverage
Equal Odds Difference,EGR,0.022711176041062126,True protected attributes,0.1,2,192.99918841043583,0.043832385437715254,Public Coverage
Equal Odds Difference,GSR,-0.018335277664966593,True protected attributes,0.1,2,-15.194379832107185,0.002785931731686536,Public Coverage
Equal Odds Difference,SOFT,0.0500029207265857,Noisy protected attributes,0.1,2,142.23995136632757,0.07112413012323883,Public Coverage
Equal Odds Difference,PRIV,-0.004880543885842359,Noisy protected attributes,0.1,2,-332.76343560647456,0.01624066551081077,Public Coverage
Equal Odds Difference,MDRO,-0.021753120412564476,Noisy protected attributes,0.1,2,2.9049212431443094,-0.0006319110159113475,Public Coverage
Equal Odds Difference,ARL,0.02133539959848635,No protected attributes,0.1,2,198.99608066469767,0.04245660899513948,Public Coverage
Equal Odds Difference,DRO,0.0012540802913692554,No protected attributes,0.1,2,1784.1991331824647,0.022375289688022385,Public Coverage
Accuracy,LR,0.6922521742268414,No constraints,0.1,3,0.0,0.0,Public Coverage
Accuracy,RF,0.7028616794774638,No constraints,0.1,3,1.5094727114031814,0.01060950525062243,Public Coverage
Accuracy,SREW,0.6878856771679117,True protected attributes,0.1,3,-0.6347707480852005,-0.004366497058929664,Public Coverage
Accuracy,ADDEB,0.6747500992385695,True protected attributes,0.1,3,-2.5938603059150855,-0.017502074988271832,Public Coverage
Accuracy,LFR,0.45689437407527694,True protected attributes,0.1,3,-51.512518758391934,-0.23535780015156443,Public Coverage
Accuracy,CALEQ,0.6937678178340732,True protected attributes,0.1,3,0.21846553966189397,0.0015156436072317758,Public Coverage
Accuracy,ROC,0.6902674028364187,True protected attributes,0.1,3,-0.2875365955667064,-0.001984771390422635,Public Coverage
Accuracy,EGR,0.6962578037602396,True protected attributes,0.1,3,0.5753083860267294,0.004005629533398225,Public Coverage
